0,21
0,21
0,21
0,21
0,21
0,21
0,21
0,21
-0.436605,20.9927
-0.436605,20.9927
-0.436605,20.9927
-0.436605,20.9927
-0.853399,20.976
-0.853399,20.976
-0.853399,20.976
-0.853399,20.976
-1.21872,20.9526
-1.21872,20.9526
-1.21872,20.9526
-1.21872,20.9526
-1.54095,20.9248
-1.54095,20.9248
-1.54095,20.9248
-1.54095,20.9248
-1.82695,20.8943
-1.82695,20.8943
-1.82695,20.8943
-1.82695,20.8943
-2.08237,20.8621
-2.08237,20.8621
-2.08237,20.8621
-2.08237,20.8621
-2.3118,20.8291
-2.3118,20.8291
-2.3118,20.8291
-2.3118,20.8291
-2.51906,20.7958
-2.51906,20.7958
-2.51906,20.7958
-2.51906,20.7958
-2.70727,20.7627
-2.70727,20.7627
-2.70727,20.7627
-2.70727,20.7627
-2.87902,20.7301
-2.87902,20.7301
-2.87902,20.7301
-2.87902,20.7301
-3.03646,20.6982
-3.03646,20.6982
-3.03646,20.6982
-3.03646,20.6982
-3.18138,20.6671
-3.18138,20.6671
-3.18138,20.6671
-3.18138,20.6671
-3.31528,20.637
-3.31528,20.637
-3.31528,20.637
-3.31528,20.637
-3.43944,20.6078
-3.43944,20.6078
-3.43944,20.6078
-3.43944,20.6078
-3.55491,20.5797
-3.55491,20.5797
-3.55491,20.5797
-3.55491,20.5797
-3.66261,20.5526
-3.66261,20.5526
-3.66261,20.5526
-3.66261,20.5526
-3.76333,20.5266
-3.76333,20.5266
-3.76333,20.5266
-3.76333,20.5266
-3.85773,20.5016
-3.85773,20.5016
-3.85773,20.5016
-3.85773,20.5016
-3.9464,20.4777
-3.9464,20.4777
-3.9464,20.4777
-3.9464,20.4777
-4.02984,20.4548
-4.02984,20.4548
-4.02984,20.4548
-4.02984,20.4548
-4.10851,20.4329
-4.10851,20.4329
-4.10851,20.4329
-4.10851,20.4329
-4.1828,20.412
-4.1828,20.412
-4.1828,20.412
-4.1828,20.412
-4.25306,20.3921
-4.25306,20.3921
-4.25306,20.3921
-4.25306,20.3921
-4.31959,20.373
-4.31959,20.373
-4.31959,20.373
-4.31959,20.373
-4.38269,20.3549
-4.38269,20.3549
-4.38269,20.3549
-4.38269,20.3549
-4.44259,20.3375
-4.44259,20.3375
-4.44259,20.3375
-4.44259,20.3375
-4.49954,20.321
-4.49954,20.321
-4.49954,20.321
-4.49954,20.321
-4.55373,20.3053
-4.55373,20.3053
-4.55373,20.3053
-4.55373,20.3053
-4.60536,20.2903
-4.60536,20.2903
-4.60536,20.2903
-4.60536,20.2903
-4.6546,20.276
-4.6546,20.276
-4.6546,20.276
-4.6546,20.276
-4.7016,20.2624
-4.7016,20.2624
-4.7016,20.2624
-4.7016,20.2624
-4.74652,20.2495
-4.74652,20.2495
-4.74652,20.2495
-4.74652,20.2495
-4.78949,20.2372
-4.78949,20.2372
-4.78949,20.2372
-4.78949,20.2372
-4.83062,20.2254
-4.83062,20.2254
-4.83062,20.2254
-4.83062,20.2254
-4.87005,20.2142
-4.87005,20.2142
-4.87005,20.2142
-4.87005,20.2142
-4.90787,20.2035
-4.90787,20.2035
-4.90787,20.2035
-4.90787,20.2035
-4.94418,20.1933
-4.94418,20.1933
-4.94418,20.1933
-4.94418,20.1933
-4.97908,20.1836
-4.97908,20.1836
-4.97908,20.1836
-4.97908,20.1836
-5.01265,20.1743
-5.01265,20.1743
-5.01265,20.1743
-5.01265,20.1743
-5.04497,20.1655
-5.04497,20.1655
-5.04497,20.1655
-5.04497,20.1655
-5.07612,20.157
-5.07612,20.157
-5.07612,20.157
-5.07612,20.157
-5.10616,20.1489
-5.10616,20.1489
-5.10616,20.1489
-5.10616,20.1489
-5.13517,20.1412
-5.13517,20.1412
-5.13517,20.1412
-5.13517,20.1412
-5.1632,20.1338
-5.1632,20.1338
-5.1632,20.1338
-5.1632,20.1338
-5.19031,20.1267
-5.19031,20.1267
-5.19031,20.1267
-5.19031,20.1267
-5.21655,20.1198
-5.21655,20.1198
-5.21655,20.1198
-5.21655,20.1198
