# This file was generated by the graphical user interface.

# Masses and connection type:

4,3,5
5,3,5
5,4,5
6,3,5
6,4,5
6,5,5
7,0,6
7,1,5
7,3,5
7,4,5
8,1,5
8,2,5
8,5,5
8,6,5
8,7,7
9,3,1
9,5,1
10,3,1
10,5,1
11,3,1
11,4,1
11,5,1
12,3,1
13,6,1
13,10,1
13,12,1
14,5,1
14,12,1
15,5,1
16,3,1
16,11,1
17,3,1
17,5,1
18,3,1
18,5,1
19,5,1
19,6,1
19,10,1
19,14,1
20,17,1
21,6,1
22,18,1
23,19,1
23,21,1
24,16,1
24,20,1
24,21,1
25,5,1
25,16,1
25,19,1
25,20,1
